1619740800000,0.11280000,0.35700000,0.11280000,0.21660000,1718434562.00000000,1619827199999,426410826.97030000,757940,861024200.00000000,214462588.17270000,0
1619827200000,0.21660000,0.42480000,0.20200000,0.36380000,2633796126.00000000,1619913599999,856710433.17380000,1485393,1376333541.00000000,447933784.81590000,0
1619913600000,0.36370000,0.40610000,0.32720000,0.33050000,830244130.00000000,1619999999999,300456734.43790000,627362,405119417.00000000,146999055.22320000,0
1620000000000,0.33050000,0.34270000,0.28010000,0.29710000,405609506.00000000,1620086399999,127889002.83590000,329755,181632888.00000000,57449544.07280000,0
1620086400000,0.29710000,0.33430000,0.25000000,0.29050000,394601514.00000000,1620172799999,114787760.14470000,301090,185053851.00000000,54337532.52490000,0
1620172800000,0.29080000,0.32390000,0.26410000,0.27730000,316019699.00000000,1620259199999,91430310.44670000,244384,149453204.00000000,43462293.74780000,0
1620259200000,0.27740000,0.28800000,0.23760000,0.23910000,160526430.00000000,1620345599999,43121248.64630000,116371,69427672.00000000,18703745.01220000,0
1620345600000,0.23910000,0.26560000,0.22000000,0.22760000,174613628.00000000,1620431999999,41885882.04500000,139283,81695868.00000000,19677772.54050000,0
1620432000000,0.22760000,0.27500000,0.22510000,0.24820000,236600262.00000000,1620518399999,60823636.85830000,184810,119937510.00000000,30911173.18070000,0
1620518400000,0.24820000,0.25370000,0.21010000,0.23250000,109182122.00000000,1620604799999,25435889.74030000,92842,47461152.00000000,11102773.96440000,0
1620604800000,0.23230000,0.24680000,0.18500000,0.19050000,167494727.00000000,1620691199999,36158417.12580000,111666,72420432.00000000,15668187.20160000,0
1620691200000,0.19080000,0.20980000,0.17750000,0.19450000,115752862.00000000,1620777599999,22198689.34620000,77493,53280766.00000000,10248172.36110000,0
1620777600000,0.19380000,0.21300000,0.14570000,0.14900000,133142976.00000000,1620863999999,24345363.90800000,85883,60715285.00000000,11159423.84330000,0
1620864000000,0.14810000,0.17250000,0.13300000,0.16090000,116808000.00000000,1620950399999,17987053.31470000,66295,57289405.00000000,8851252.41050000,0
1620950400000,0.15900000,0.25000000,0.15700000,0.20210000,409587767.00000000,1621036799999,86710004.09810000,275464,206102869.00000000,43704611.22010000,0
1621036800000,0.20210000,0.22550000,0.16570000,0.17700000,133871181.00000000,1621123199999,25646020.29410000,95044,62472323.00000000,12027680.69220000,0
1621123200000,0.17700000,0.24690000,0.17640000,0.20990000,261087116.00000000,1621209599999,55730020.61700000,177388,131914497.00000000,28289783.83760000,0
1621209600000,0.20990000,0.34500000,0.19170000,0.26930000,594692508.00000000,1621295999999,167033949.69500000,413046,312108189.00000000,88045680.21610000,0
1621296000000,0.26930000,0.31500000,0.23280000,0.23570000,248762760.00000000,1621382399999,65521406.23210000,185222,119502418.00000000,31540947.49870000,0
1621382400000,0.23570000,0.25020000,0.12000000,0.14640000,216174054.00000000,1621468799999,40683460.31880000,129863,98099253.00000000,18413957.20520000,0
1621468800000,0.14640000,0.18890000,0.12150000,0.16800000,149165571.00000000,1621555199999,23978868.97130000,80898,71349252.00000000,11516243.39810000,0
1621555200000,0.16800000,0.18470000,0.11000000,0.13400000,159882988.00000000,1621641599999,23068665.24840000,81614,70863008.00000000,10317621.76170000,0
1621641600000,0.13260000,0.13820000,0.09500000,0.11550000,181507328.00000000,1621727999999,20620617.45690000,80826,89617801.00000000,10186315.43830000,0
1621728000000,0.11620000,0.11800000,0.06140000,0.08170000,152764541.00000000,1621814399999,12983083.29330000,57816,70406905.00000000,5928079.74680000,0
1621814400000,0.08240000,0.12340000,0.07630000,0.11490000,192507742.00000000,1621900799999,19428367.23820000,77472,96716781.00000000,9782853.81920000,0
1621900800000,0.11460000,0.14220000,0.10140000,0.12990000,218300166.00000000,1621987199999,25837797.77490000,103449,108534443.00000000,12877127.73370000,0
1621987200000,0.12960000,0.20000000,0.12070000,0.19980000,175934320.00000000,1622073599999,25241552.11250000,93323,90812621.00000000,13186214.54180000,0
1622073600000,0.19990000,0.24700000,0.15220000,0.21330000,434090226.00000000,1622159999999,88215074.79530000,313607,219046709.00000000,44693453.58470000,0
1622160000000,0.21310000,0.23000000,0.13430000,0.14910000,781380230.00000000,1622246399999,136446823.72050000,392957,357690765.00000000,62514511.72170000,0
1622246400000,0.14910000,0.17040000,0.12430000,0.13160000,389533076.00000000,1622332799999,54646504.83450000,183758,181488462.00000000,25528701.82510000,0
1622332800000,0.13130000,0.15750000,0.12650000,0.13700000,265419739.00000000,1622419199999,37942267.67400000,130631,131134289.00000000,18743641.06050000,0
1622419200000,0.13700000,0.14780000,0.12800000,0.14590000,181571127.00000000,1622505599999,25383039.36620000,93573,87515421.00000000,12274445.58260000,0
1622505600000,0.14570000,0.14900000,0.13260000,0.13480000,119352567.00000000,1622591999999,16632923.65290000,70273,54710164.00000000,7641765.39770000,0
1622592000000,0.13500000,0.14300000,0.13020000,0.13890000,120136848.00000000,1622678399999,16556058.85840000,73910,59384438.00000000,8196406.23100000,0
1622678400000,0.13890000,0.14950000,0.13670000,0.14510000,121406319.00000000,1622764799999,17321467.40550000,71969,63942862.00000000,9139400.99330000,0
1622764800000,0.14510000,0.14600000,0.12460000,0.13160000,108441168.00000000,1622851199999,14393816.25900000,55640,47922854.00000000,6355093.16030000,0
1622851200000,0.13160000,0.13800000,0.12540000,0.12930000,81284304.00000000,1622937599999,10690758.24640000,46167,38831754.00000000,5116534.79620000,0
1622937600000,0.12940000,0.13340000,0.12590000,0.13080000,48606984.00000000,1623023999999,6332393.62510000,29155,23526455.00000000,3068737.93460000,0
